Id,SalePrice
1461,126400.46545259305
1462,164081.37749561804
1463,192679.55837400715
1464,209406.40549072853
1465,186042.14075790558
1466,173377.87297451144
1467,182380.28525714364
1468,159282.82861050733
1469,180215.53036663594
1470,122104.17160063543
1471,171986.56287820186
1472,105987.24762017105
1473,96268.48396717261
1474,148677.35640584867
1475,138358.58312733303
1476,389712.3370269311
1477,254009.65137044617
1478,271513.06928757904
1479,294859.37828252686
1480,480817.423453336
1481,351636.165545558
1482,203029.29075569424
1483,178010.81200713437
1484,171341.6818747525
1485,188255.187843534
1486,195314.05114299955
1487,323011.0475041772
1488,227717.874213088
1489,201807.21688719167
1490,254861.92793080112
1491,194698.8261857454
1492,100508.27665892958
1493,178574.52327861657
1494,249481.39132986558
1495,273344.29209812044
1496,251799.68593843468
1497,164795.76243861695
1498,166743.85535071758
1499,170379.8026534899
1500,154426.60567538138
1501,174518.97295629623
1502,148734.6662910687
1503,189235.1320471503
1504,235731.18690501509
1505,241284.61144446358
1506,207115.0689588963
1507,265785.3265790115
1508,208311.77380865568
1509,167538.9519474712
1510,150867.43666334447
1511,151370.2460401802
1512,175357.80976028164
1513,155017.57525521392
1514,144975.2054636267
1515,197863.91415772174
1516,146716.16530182888
1517,160508.38429440503
1518,127640.5487735254
1519,234539.5595267892
1520,127211.14530819713
1521,142611.58069666458
1522,186671.67932483254
1523,119561.47350852932
1524,135246.42619230528
1525,124717.55592734322
1526,108007.03357976394
1527,105023.40242173529
1528,132500.68095217968
1529,157530.36554771708
1530,189740.73582404922
1531,128475.46906704594
1532,95589.70486045709
1533,152225.10796135355
1534,123672.2962874863
1535,145744.5005918142
1536,100881.04809610272
1537,138791.64944050676
1538,161849.31396561174
1539,173568.4390211805
1540,116885.3532088865
1541,146335.007779477
1542,145971.554469248
1543,179286.9248032833
1544,93155.64367074442
1545,123100.42390674498
1546,135518.52135079214
1547,139292.60701535936
1548,137471.3460730386
1549,122106.63100560791
1550,132998.70945320296
1551,98101.71264331283
1552,146475.2914630314
1553,135303.01691478293
1554,124728.99470641043
1555,177588.33129708836
1556,112477.95535714753
1557,131248.8909842571
1558,109420.26812971575
1559,163236.74810049578
1560,147950.3446349188
1561,151379.47390649864
1562,123651.89155316415
1563,118590.16185094055
1564,149568.96375655418
1565,156546.23361461388
1566,230878.93966216122
1567,74208.99154848812
1568,228031.9568396542
1569,149957.62097195518
1570,136415.73481422762
1571,124332.66635602553
1572,159082.2504608204
1573,223515.94691193232
1574,121208.061576237
1575,215007.03525433797
1576,228761.17859268622
1577,186973.08311618853
1578,142757.64648950775
1579,162516.8481802959
1580,184306.89493994616
1581,148326.0574943897
1582,131674.20090062742
1583,306650.1099208977
1584,213120.59212101914
1585,140876.23971785256
1586,116235.80055032723
1587,123355.09531953471
1588,159455.69947711175
1589,96896.14544834434
1590,126833.95484070029
1591,109279.91376180977
1592,115763.5084453125
1593,118054.17249513796
1594,174538.29089085446
1595,155867.018452389
1596,235515.244339528
1597,198988.32238341743
1598,223725.27454593594
1599,155806.38064102858
1600,156512.054770563
1601,131275.6442348375
1602,133994.9320288208
1603,123163.92666004995
1604,275037.0036205931
1605,222333.55770996597
1606,164288.4461730619
1607,170635.71851274147
1608,199532.26957929748
1609,181344.94872390156
1610,154220.65585832327
1611,138378.3967561564
1612,183673.3530499681
1613,172886.7493293268
1614,146399.32756243704
1615,92764.36816480476
1616,80578.59320497722
1617,84321.7738797871
1618,138466.54387387433
1619,158378.86459010275
1620,161963.93688786466
1621,131678.82200220687
1622,147921.0486946202
1623,241138.12819087828
1624,200669.8461850792
1625,113864.00097141876
1626,160722.3238618748
1627,196787.67026025732
1628,296179.4898684798
1629,183432.81638465865
1630,338715.52182550554
1631,241205.46991708566
1632,235029.46426847397
1633,175277.03965889922
1634,188163.9850591419
1635,176630.59282600167
1636,160135.86857126586
1637,210990.94195498046
1638,211520.64054863184
1639,191393.75620754965
1640,257727.42044043203
1641,182368.61473360116
1642,270325.4547224976
1643,228289.56336249277
1644,260170.4173721278
1645,196471.1285444372
1646,152222.041667202
1647,154574.0278148968
1648,128459.46558738241
1649,131351.2527446412
1650,109660.14649196995
1651,127136.25362165106
1652,98573.01839360064
1653,108271.24968013904
1654,145570.09283972852
1655,151975.9818715114
1656,145958.16498543276
1657,148102.03186457342
1658,142444.11796316953
1659,140050.0635360796
1660,149901.83187897963
1661,410387.886625562
1662,391038.886259587
1663,366345.7009138048
1664,201103.19656531292
1665,305011.25561433024
1666,289624.33375500096
1667,296464.18063960096
1668,321890.8709326547
1669,269888.2218053667
1670,337971.5030080859
1671,260140.57901512884
1672,413186.12674606586
1673,296516.12541841465
1674,246319.9587076692
1675,189124.72683420745
1676,204845.4344017395
1677,217305.4807935608
1678,419769.5797363189
1679,400470.70804905833
1680,344916.85663719196
1681,232142.01693936373
1682,323848.2710487747
1683,188322.63920730364
1684,176110.41975522673
1685,165761.76157416133
1686,168085.208629438
1687,169788.66494067604
1688,199519.21540388337
1689,204180.16048897794
1690,198276.52136984613
1691,171573.30452857568
1692,271974.26414792053
1693,173979.5384862276
1694,186924.61049225766
1695,174604.76524257442
1696,242885.364440306
1697,176559.74472827744
1698,360965.2690585047
1699,281653.97543662746
1700,274604.14161792555
1701,269788.1075801669
1702,235625.65907162067
1703,231840.88801842014
1704,279786.70877192554
1705,228442.4700615812
1706,274426.52199245756
1707,249682.75934810867
1708,203832.13236378497
1709,258842.09852872527
1710,223752.59780249064
1711,265093.63274272735
1712,267357.0968094778
1713,290378.5032421853
1714,243844.30577039276
1715,217108.2209348402
1716,177707.42350274016
1717,167984.98405158703
1718,130086.28493985522
1719,224785.96443450154
1720,221072.56015534737
1721,155787.5573999853
1722,131126.30166684912
1723,159470.9977469845
1724,197305.650738698
1725,234640.12827409242
1726,197348.41102198954
1727,167062.01510434353
1728,170881.1660982165
1729,169324.68395686077
1730,128245.59179523744
1731,123461.82284141879
1732,129433.29055704924
1733,111930.38129235769
1734,135601.71623749624
1735,116658.44816365407
1736,120360.10279905118
1737,215740.64291518394
1738,243520.2074678708
1739,228726.12870979338
1740,232641.69333329692
1741,191141.210882926
1742,178626.51214272712
1743,170316.4608901996
1744,216787.130295358
1745,223691.993790304
1746,180401.66968579683
1747,223196.38173008367
1748,231172.77484596605
1749,154993.42144334948
1750,131157.45656896697
1751,238871.43251618728
1752,113009.9481592818
1753,150161.26471777007
1754,194084.89189250546
1755,175901.72207426006
1756,158086.36417186167
1757,120866.07079660283
1758,141871.79001384848
1759,153199.54310252162
1760,167547.3504894377
1761,139392.12841767087
1762,188376.9629873591
1763,173947.09000869057
1764,132683.72669046503
1765,159729.0581527702
1766,180035.06917553785
1767,211127.25733609713
1768,140481.3034354975
1769,158545.2067167046
1770,152320.47262164392
1771,136236.37225438654
1772,130319.62528553023
1773,127947.50418392866
1774,134709.67002418233
1775,141906.25172950036
1776,138665.75870716042
1777,109024.58915722783
1778,138258.93614818732
1779,135264.18653368668
1780,161487.09630404031
1781,126690.95482372242
1782,94142.66706013949
1783,148133.4348749054
1784,111115.39869242901
1785,115950.7531245909
1786,159716.77688575868
1787,164554.54791021722
1788,94727.14405918917
1789,85692.66795036312
1790,81145.60652029443
1791,183407.67792543746
1792,158258.81869727935
1793,129226.93660003264
1794,155550.288559975
