Id,SalePrice
1461,121772.68
1462,160546.66
1463,185695.73
1464,187676.58
1465,201741.98
1466,180219.22
1467,148112.06
1468,171225.69
1469,187038.64
1470,121875.164
1471,187040.33
1472,100156.734
1473,99505.49
1474,154288.81
1475,141426.94
1476,352433.1
1477,260394.95
1478,308835.47
1479,211678.31
1480,479941.62
1481,289406.78
1482,208649.56
1483,160836.89
1484,175730.31
1485,164178.72
1486,191759.23
1487,303451.75
1488,251388.67
1489,216931.11
1490,225295.33
1491,183527.05
1492,83486.85
1493,186549.22
1494,278132.78
1495,299146.88
1496,219616.94
1497,178630.69
1498,163356.1
1499,164376.69
1500,147564.25
1501,170573.58
1502,170521.86
1503,283106.06
1504,236574.22
1505,235982.97
1506,186088.5
1507,257869.95
1508,216656.33
1509,161080.12
1510,150846.1
1511,149413.92
1512,168797.72
1513,168622.72
1514,184123.98
1515,189744.0
1516,151191.2
1517,146782.34
1518,129472.17
1519,219246.4
1520,143829.36
1521,144062.61
1522,167408.3
1523,115169.99
1524,118085.1
1525,122668.49
1526,130157.46
1527,103875.67
1528,134472.61
1529,142747.48
1530,186203.06
1531,106312.38
1532,107829.73
1533,136968.4
1534,119461.39
1535,174847.5
1536,107684.15
1537,75657.02
1538,160725.8
1539,221089.44
1540,105933.805
1541,148899.36
1542,131580.92
1543,185199.78
1544,74972.37
1545,106053.56
1546,133658.88
1547,132743.16
1548,132171.03
1549,115955.19
1550,154505.1
1551,107822.43
1552,148149.53
1553,151976.81
1554,117241.21
1555,157866.0
1556,92991.734
1557,124075.24
1558,101293.41
1559,94740.32
1560,134736.58
1561,139387.92
1562,125721.49
1563,129631.92
1564,156166.42
1565,151210.38
1566,218965.9
1567,77479.14
1568,241568.8
1569,166547.75
1570,142664.98
1571,135595.8
1572,148165.9
1573,251770.5
1574,103207.43
1575,198804.86
1576,230903.58
1577,197922.56
1578,152393.17
1579,118793.27
1580,191810.95
1581,140785.62
1582,128305.68
1583,342484.66
1584,221518.81
1585,126521.13
1586,92796.12
1587,92477.58
1588,159854.5
1589,93546.6
1590,136231.66
1591,101386.45
1592,123722.87
1593,124538.4
1594,108485.625
1595,134621.84
1596,261072.17
1597,175570.69
1598,202651.8
1599,194658.52
1600,172598.02
1601,66738.055
1602,122525.19
1603,90046.45
1604,262670.94
1605,236129.84
1606,162892.17
1607,139757.31
1608,212043.89
1609,191908.22
1610,142685.98
1611,134674.77
1612,150964.6
1613,156920.03
1614,129389.04
1615,90131.875
1616,67633.35
1617,91186.805
1618,133331.78
1619,131787.12
1620,137547.11
1621,132289.33
1622,128759.195
1623,312733.66
1624,216469.12
1625,130031.336
1626,175965.22
1627,189073.98
1628,301369.66
1629,176324.92
1630,384389.34
1631,239803.22
1632,262096.08
1633,168857.55
1634,180405.06
1635,180059.11
1636,159071.28
1637,179967.11
1638,193009.45
1639,182209.97
1640,256150.7
1641,176796.72
1642,230154.92
1643,216646.48
1644,226684.94
1645,184309.17
1646,161261.36
1647,165617.47
1648,139974.81
1649,134613.4
1650,115567.99
1651,126305.59
1652,92667.29
1653,96918.75
1654,153943.06
1655,153456.72
1656,149564.83
1657,156657.84
1658,147122.16
1659,157402.83
1660,157577.27
1661,461757.66
1662,428609.53
1663,367828.12
1664,458017.62
1665,307765.47
1666,319512.53
1667,360670.97
1668,325157.22
1669,283917.16
1670,325483.03
1671,264436.72
1672,575539.44
1673,275682.03
1674,261126.2
1675,183400.66
1676,188985.98
1677,207121.6
1678,495322.56
1679,420150.2
1680,353380.3
1681,252524.31
1682,319969.94
1683,177554.73
1684,164275.03
1685,182925.4
1686,170764.19
1687,165772.67
1688,175450.23
1689,190638.69
1690,188326.31
1691,181939.86
1692,274919.97
1693,170832.81
1694,180929.23
1695,166058.12
1696,284986.4
1697,168944.86
1698,371813.88
1699,326226.7
1700,259390.81
1701,276564.5
1702,240107.2
1703,241532.39
1704,274972.06
1705,231195.2
1706,468597.4
1707,231533.44
1708,221723.08
1709,273339.56
1710,229849.89
1711,264853.72
1712,209473.55
1713,225322.31
1714,230131.0
1715,208642.78
1716,180585.55
1717,158428.4
1718,108064.01
1719,196219.0
1720,250621.0
1721,156655.25
1722,103311.31
1723,131765.9
1724,213940.56
1725,237758.67
1726,188679.42
1727,160561.1
1728,176320.02
1729,174311.47
1730,171360.94
1731,126059.53
1732,131663.08
1733,121576.85
1734,130996.86
1735,122473.59
1736,116548.87
1737,362737.44
1738,200127.03
1739,261576.05
1740,227132.14
1741,184072.61
1742,166889.8
1743,178496.69
1744,274728.3
1745,239392.45
1746,228824.94
1747,210561.5
1748,224274.28
1749,154407.72
1750,131837.78
1751,256498.8
1752,119269.9
1753,144403.95
1754,219453.02
1755,165333.95
1756,121791.81
1757,124126.65
1758,138168.27
1759,160497.67
1760,161532.34
1761,136475.17
1762,154785.31
1763,166239.66
1764,115558.79
1765,151579.69
1766,166753.34
1767,203014.78
1768,142926.95
1769,173267.64
1770,145555.1
1771,138896.0
1772,141607.0
1773,142748.92
1774,138515.6
1775,140599.58
1776,108486.03
1777,117308.66
1778,140819.73
1779,117596.63
1780,169030.12
1781,134276.61
1782,88270.35
1783,130180.59
1784,110955.34
1785,124040.61
1786,160760.78
1787,176191.66
1788,61072.7
1789,78016.55
1790,92977.91
1791,164171.98
1792,165619.6
1793,130555.98
1794,146449.64
1795,131710.36
1796,120338.8
1797,117873.19
1798,130471.71
1799,112019.914
1800,131101.61
1801,139039.1
1802,147658.14
1803,159844.22
1804,144553.98
1805,139376.97
1806,122031.97
1807,118055.17
1808,103628.875
1809,112532.375
1810,156207.28
1811,91052.64
1812,107316.125
1813,121160.92
1814,88776.64
1815,61455.605
1816,91970.71
1817,129440.26
1818,141082.1
1819,125020.9
1820,69277.12
1821,115362.25
1822,155404.28
1823,38975.383
1824,145789.95
1825,134388.19
1826,102490.875
1827,96726.305
1828,141417.33
1829,102186.164
1830,145712.78
1831,161973.98
1832,103169.3
1833,127118.84
1834,104202.12
1835,135480.48
1836,123694.14
1837,100733.94
1838,142025.06
1839,87474.27
1840,162540.22
1841,146355.44
1842,79108.82
1843,140051.61
1844,140687.88
1845,142686.72
1846,156899.11
1847,152904.2
1848,58999.227
1849,119339.32
1850,121844.62
1851,159931.1
1852,129322.9
1853,126555.98
1854,171027.34
1855,149836.73
1856,234559.66
1857,142371.25
1858,137030.72
1859,119019.14
1860,144874.23
1861,119236.01
1862,288098.6
1863,290407.4
1864,290407.4
1865,340013.34
1866,329507.2
1867,242113.62
1868,310766.6
1869,200109.98
1870,233918.1
1871,262147.84
1872,166598.33
1873,260567.28
1874,127724.93
1875,185570.6
1876,196052.48
1877,201589.06
1878,213005.12
1879,137597.77
1880,134552.53
1881,213337.39
1882,257553.39
1883,199215.0
1884,216379.05
1885,248610.42
1886,306861.38
1887,193008.38
1888,257201.17
1889,163887.27
1890,131780.17
1891,137317.11
1892,108375.66
1893,131175.48
1894,126480.97
1895,154267.58
1896,124220.16
1897,130621.05
1898,122283.586
1899,146409.66
1900,142766.67
1901,187878.22
1902,151612.73
1903,236109.86
1904,152727.58
1905,178588.98
1906,183255.64
1907,214398.36
1908,122593.75
1909,130642.76
1910,123521.484
1911,218309.0
1912,238973.97
1913,170716.28
1914,49277.61
1915,293997.72
1916,66193.125
1917,262071.55
1918,137584.44
1919,159774.1
1920,153742.03
1921,431948.3
1922,324050.5
1923,221388.45
1924,202652.83
1925,208052.06
1926,374543.16
1927,134919.19
1928,168405.34
1929,134384.12
1930,126290.88
1931,137804.72
1932,124115.305
1933,190934.4
1934,183653.14
1935,178349.83
1936,179541.08
1937,178837.17
1938,156272.16
1939,248775.33
1940,198312.86
1941,176244.53
1942,182539.17
1943,209082.5
1944,354464.53
1945,386725.75
1946,162343.77
1947,316222.88
1948,173336.0
1949,219783.69
1950,182292.5
1951,290704.47
1952,228914.62
1953,169046.27
1954,196661.11
1955,125022.84
1956,302888.66
1957,168285.66
1958,311315.0
1959,136164.86
1960,109924.25
1961,123541.93
1962,102822.24
1963,108534.336
1964,113828.61
1965,152436.42
1966,154709.72
1967,297357.06
1968,419764.7
1969,381536.16
1970,447934.7
1971,425055.72
1972,402663.9
1973,263408.0
