Id,SalePrice
1461,125583.921417555
1462,164385.14067125344
1463,189568.1769352979
1464,194605.1776437882
1465,186834.20936235168
1466,181437.1055383454
1467,190953.13207895283
1468,168588.72606256956
1469,185794.52524485168
1470,124247.73674771884
1471,173896.53854353997
1472,103135.99313182058
1473,109141.22453104665
1474,149163.18535653513
1475,141884.1052365355
1476,379837.79311474005
1477,254672.4722263717
1478,276266.7912674693
1479,294054.2329150952
1480,465206.29132834316
1481,320619.14142892323
1482,212132.28780465937
1483,191945.3902301565
1484,182462.2741743864
1485,187940.70163982263
1486,200236.9738568705
1487,321417.9602607646
1488,236043.45751819346
1489,213786.25780176284
1490,240574.08082401924
1491,192166.6580450089
1492,94188.22085832301
1493,181932.05910113276
1494,275495.91394835146
1495,265267.4730187102
1496,237595.90846507341
1497,191611.41501767022
1498,160907.8693579556
1499,159009.82910497795
1500,158675.41248144076
1501,171217.32349329855
1502,154721.4084144923
1503,271142.02344050223
1504,236143.55214676776
1505,235197.90220601618
1506,187164.50612928582
1507,275722.2882054664
1508,213447.24755885752
1509,165348.40194400673
1510,143950.95025868673
1511,156121.59638353362
1512,171094.19969625233
1513,156181.17875815713
1514,148962.1964137531
1515,209680.596971037
1516,154384.6808130173
1517,168663.98655250226
1518,125159.48903406452
1519,232042.1374583174
1520,135184.30390880097
1521,137303.01899140113
1522,185286.14808384978
1523,124224.81391889053
1524,130983.10368340192
1525,122591.54695358909
1526,107954.09858152832
1527,107174.34564466329
1528,130573.92721311087
1529,156707.72664499615
1530,174567.7253241461
1531,126291.4492870241
1532,98258.16489982669
1533,144190.3599637982
1534,134379.86497587952
1535,142791.82698092517
1536,101102.51590561474
1537,73570.662059153
1538,154472.2329488818
1539,177028.16203075368
1540,110367.48417680204
1541,136988.3321446019
1542,143132.9002142024
1543,178225.38233155574
1544,90886.0477639868
1545,110250.8583546905
1546,145654.8771090798
1547,141528.1300616062
1548,145961.01362146667
1549,113582.54181657812
1550,140991.8186785681
1551,100196.3950320937
1552,145225.32960962097
1553,143418.72032904185
1554,124799.79663609149
1555,171500.65146251043
1556,121155.5009301166
1557,131972.74127680936
1558,110350.929192048
1559,149933.04342912877
1560,154863.95814787532
1561,161435.94976602154
1562,123198.28062577586
1563,117906.88377777797
1564,151169.73526950623
1565,140213.29392527926
1566,225078.01144198942
1567,76440.78557131162
1568,241416.7918527066
1569,148357.2869351096
1570,134885.75525964273
1571,134533.9155745897
1572,159993.5757030485
1573,218644.21863218106
1574,114317.16562979968
1575,241277.40070745372
1576,202012.25515720385
1577,188941.96122859584
1578,146276.43636914014
1579,153539.26904268743
1580,197999.41348852194
1581,145569.8021964039
1582,128455.38641870677
1583,302329.12554775504
1584,213820.83533320855
1585,139622.09067583573
1586,110145.54805252542
1587,126299.42551419708
1588,147756.67567100102
1589,87744.37520038277
1590,131036.19129681171
1591,96172.37633979018
1592,126095.14975237571
1593,125374.76497580532
1594,182532.510077603
1595,110672.72530476713
1596,250114.14406998316
1597,199345.10035462817
1598,236627.5734240811
1599,146858.63072420657
1600,149699.4155886483
1601,145398.92985170352
1602,135164.3084990236
1603,120929.44728975066
1604,252729.0770288781
1605,231439.5058757276
1606,167764.72529609033
1607,169387.33431272933
1608,202624.4027964373
1609,189924.49962183202
1610,159467.95022282505
1611,137470.45531171604
1612,175217.71117179422
1613,166589.435001561
1614,122489.69482207486
1615,88968.56246119832
1616,73303.8207821702
1617,88037.68278202036
1618,139794.53123676215
1619,138537.1876425346
1620,171368.27988635018
1621,142918.96532220504
1622,151294.49499166376
1623,253435.68180799624
1624,213389.32271157793
1625,115464.9554016731
1626,155536.89780971498
1627,203596.0557135284
1628,278635.5369892612
1629,178817.9355760532
1630,356615.1420006654
1631,243954.06606880418
1632,234846.44042745358
1633,172628.64447453208
1634,184151.85406445872
1635,178559.28185854614
1636,165825.96057373701
1637,215466.3996168161
1638,218382.95836321375
1639,193582.20791628218
1640,262108.75213529263
1641,181579.2558943915
1642,256322.87221170735
1643,233595.58323374382
1644,239264.52144013502
1645,200066.32046591732
1646,166086.22457998863
1647,164760.87931388625
1648,122371.942948053
1649,144493.1406898129
1650,124769.60677784344
1651,124255.44729072155
1652,101445.2292654175
1653,106910.17206221292
1654,146600.8319860907
1655,149807.69164393118
1656,146276.5962539825
1657,148632.56376004365
1658,146578.50506196398
1659,145206.1720662166
1660,163960.46244746662
1661,398593.1927186016
1662,405288.2676948809
1663,392542.60317585606
1664,194556.38497437208
1665,307164.20185638545
1666,290193.0527235149
1667,332636.5842533739
1668,324214.3032458892
1669,285588.30470044585
1670,333495.59901167924
1671,280561.79349752906
1672,421039.2680993164
1673,300794.1710222547
1674,251406.0649104998
1675,197096.75946046028
1676,196002.3121252966
1677,221691.07077782878
1678,453243.3737108839
1679,384029.0552387454
1680,339031.73445055657
1681,250426.0016597684
1682,314704.0612802106
1683,205458.28329690304
1684,171968.1557197409
1685,168025.73073085284
1686,169817.81977017617
1687,178554.10347519707
1688,198992.1321351277
1689,191301.47336244056
1690,194983.7932822365
1691,177841.47829006883
1692,256974.6430897701
1693,166346.6540675259
1694,185319.43216131165
1695,176134.24876287192
1696,244705.80833284353
1697,174830.76949728702
1698,361614.81296339806
1699,302229.6725574491
1700,270863.8049511391
1701,255195.3030349439
1702,239378.4075281356
1703,240174.61854024723
1704,294877.4199668984
1705,229092.67205565894
1706,281685.4010582829
1707,238400.88005622267
1708,207551.8868103937
